Name,Price,Review,ReviewRating,Photo
Punjab Cafe,$$,"I am writing this review based on the ""past"" owners AMAZING restaurant/cooking!

I will write another review when I try a meal with the new owner's food

So...",5,https://s3-media2.fl.yelpcdn.com/bphoto/CHLnHqMvlOBEHSMDlFZXFQ/o.jpg
Guru The Caterer,$,"Guru food is tasty 
I really enjoy Guru food. Further
He has a special take out after 
10pm at a very discounted price.
Their prices are reasonable n...",5,https://s3-media2.fl.yelpcdn.com/bphoto/S86qTBUT2EJGFN3pXq9GLw/o.jpg
Tikki Masala,$$,"I'm a Indian food connoisseur minus the breadth of knowledge--I just really like Indian food and Tikki Masala makes my tummy feel good. 

I went on a Monday...",5,https://s3-media2.fl.yelpcdn.com/bphoto/Hkkw4mz_DXshfvxTpygIiA/o.jpg
Madras Masala,$$,"Over the Years I enjoy shopping at this place, each time is educational visit, I get what I wanted and I discover new items always. Great options for tea,...",5,https://s3-media1.fl.yelpcdn.com/bphoto/VCEZhaXB5YpkgF3a-7DNZQ/o.jpg
Punjab Palace,$$,"I was craving Indian food and wanted to try a new spot, and I have no regrets!!

I went during lunch for the cheaper lunch prices and got Chicken Tikka...",5,https://s3-media2.fl.yelpcdn.com/bphoto/Q03tiuW6y3Wj3OEnsQQs6g/o.jpg
Boston Indian Kitchen,$,"Had a good veg biriyani. Samosas were not that great. The delivery was on time and service is fine.

It does not have many seatings so difficult for large group",4,https://s3-media2.fl.yelpcdn.com/bphoto/aPTaXUmGVxhX_ugpbDmjBA/o.jpg
Mehak,$$,"Don't let the dingy space fool you - the food is GOOD (and NOT expensive at all for how much food you get!) 

FOOD: You got a lot of bang for your buck! We...",5,https://s3-media2.fl.yelpcdn.com/bphoto/z2Yij1LQTtuKczwRsS7sPg/o.jpg
Shan-A-Punjab,$$,I was thrilled to find an Indian buffet spot! A lot of them stopped offering buffet during the pandemic and never brought it back. Weekend lunch buffet is...,4,https://s3-media3.fl.yelpcdn.com/bphoto/5ls1t9FkIzOVARq8CH5sFw/o.jpg
Shanti Indian Cuisine,$$,"Honestly, Shanti is hands down the best Indian restaurant around Dorchester/Boston area that I ever tried. Indian cuisine is on my list of top 5 favorite...",5,https://s3-media1.fl.yelpcdn.com/bphoto/rq4fK9R_RhWoV8l1iwe-Pw/o.jpg
Dosa n Curry,$$,"BEST SOUTH INDIAN FOOD - HIGHLY RECOMMEND 

I tried this place for the first time and really loved the food. I ordered Rava Onion masala Dosa and Madhurai...",5,https://s3-media3.fl.yelpcdn.com/bphoto/9jRGhIspAYV5VVU6Joh5Tg/o.jpg
Masala,$$,"DELICIOUS takeout. I ordered Chicken Tikka, Samosas, Lentil Soup, and Garlic Naan - all delicious! And they pack up all of the sauces you need for...",5,https://s3-media2.fl.yelpcdn.com/bphoto/6pzUQm7FUgGJse-wDceGdA/o.jpg
The Kebab Factory,$$,the food here is absolutely delicious -- a definite must-try if in the boston/cambridge/somerville area!,5,https://s3-media3.fl.yelpcdn.com/bphoto/cLTiB0PE8LFFqlqEgZa1cg/o.jpg
Cafe Mamtaz,$$,"Nice place, food was worth the wait.  
Service with a smile from Alam! Really great guy who is passionate about food. 
Will come again when I visit.",5,https://s3-media2.fl.yelpcdn.com/bphoto/iTdMfHzGedmzqVAYHEJ8Tg/o.jpg
JMP Fine Indian Cuisine,$,"My friend was raving about how this place has the best biriyani she's ever had in her life, and she lived in India for 20 years. I've never been to India...",4,https://s3-media3.fl.yelpcdn.com/bphoto/Q5pNxamvrpZUn8TbYEVIBA/o.jpg
Punjabi Dhaba,$$,"Went here post the East Cambridge Chicken Run. We were all obsessed with the bread and the dishes we ordered, Will be coming back forsure - top quality...",5,https://s3-media2.fl.yelpcdn.com/bphoto/xtgaZnUg9Gy7LNGnbPVKYA/o.jpg
Darbar,$$,"I am used to eating at Darbar in San Francisco which is also a Pakistani/Indian place with a buffet lunch. This place is really good, maybe some of the best...",5,https://s3-media2.fl.yelpcdn.com/bphoto/vdDl6LWJ6uy8gCOJ5VS95w/o.jpg
The Maharaja,$$,"Came here for dinner with some friends, they seated us pretty quickly.

The portions were huge! One quick note though, the waitress didn't ask us about...",4,https://s3-media4.fl.yelpcdn.com/bphoto/FdQv6mXCkNMqNnuL7_ikDA/o.jpg
Chutney's,$,Really good chicken tikka pizza ($10) and super mangoey mango lassi ($2.50). The naanizza had a good crust to hold the thick sauce and large deliciously...,4,https://s3-media2.fl.yelpcdn.com/bphoto/P6jib_Y90iiO_1ipYHftuQ/o.jpg
Chutney's,$,"Wow, this location is fantastic! The flavors and spices are perfectly balanced. The garlic naan they provide is the greatest I've yet to eat. They have...",5,https://s3-media2.fl.yelpcdn.com/bphoto/1T-DlnVMBXll65BHmiqHQg/o.jpg
North End Fish Market,$$,"The seafood always seems fresh, and their rolls are delicious. it's very affordable and my orders are always ready quickly",5,https://s3-media4.fl.yelpcdn.com/bphoto/mgLVOajpPeu5nmVy1ST8XQ/o.jpg
Avana Sushi,$,The best sushis! The service was fantastic and fast and prices were reasonable considering the quality.  Lots of tasty choices and tasted fresh which is the...,5,https://s3-media2.fl.yelpcdn.com/bphoto/6cYrPPvXGJD44--PXzmXlA/o.jpg
Oppa Sushi,$$,"It's taken me a long time to find my favorite sushi in Boston, and this is it! It's so good I had it twice in the span of four days. We first came here on a...",5,https://s3-media3.fl.yelpcdn.com/bphoto/Z5ZbO_OgCJp5Jv4PejyBiQ/o.jpg
Swish Shabu,$$,"This place was a real treat.  I love shabu shabu and they deliver here.  I had the sliced beef in a kimchee broth, which was very spicy and a nice touch....",5,https://s3-media3.fl.yelpcdn.com/bphoto/gLnxxZJVXMtt4kCQAdwFnw/o.jpg
Sushi Station,$$,"solid delicious sushi for reasonable prices in mission hill! happy to have found this place!
yes, they have lunch specials! their lunch specials come with a...",5,https://s3-media2.fl.yelpcdn.com/bphoto/JEMHcFHF_tU5FTH9Yi4n1Q/o.jpg
Irashai Sushi and Teriyaki,$$,"High quality sushi!  We were able to grab a table here with no problems at 6pm during the weekday.

Items we ordered as of 1/2023:

- Irashi Combo for 2 -...",5,https://s3-media2.fl.yelpcdn.com/bphoto/EGhIKaX87adqoj-0pgLUCw/o.jpg
Oishii Boston,$$$,I took a good buddy of mine to his favorite Japanese restaurant since he had flown from Minnesota to Boston. Although though this Japanese restaurant has a...,4,https://s3-media3.fl.yelpcdn.com/bphoto/zqT3lenOgGQCq4iN_4pWYQ/o.jpg
Izakaya Ittoku,$$,I'm surprised I haven't reviewed this place because I've been going for a couple of years now and it's one of my favorite restaurants! It used to be in...,5,https://s3-media3.fl.yelpcdn.com/bphoto/hvX5w47pk4Jr3MWuSVtiAA/o.jpg
Hillstone Restaurant,$$$,"This is still my favorite place to dine with my cousin; however we were shocked upon leaving the parking garage. 
Let me rewind. 
We ordered the usual...",4,https://s3-media2.fl.yelpcdn.com/bphoto/wJgtgzCF9EDXFvEzUeupHw/o.jpg
Genki Ya - Boston,$$,"I've been coming to this place for the last 10 years. Best sushi in Boston. The bartenders and staff are great. If you see Tony, ask him what team to bet on...",5,https://s3-media2.fl.yelpcdn.com/bphoto/KnkmMOsF89TM4cdEUpVcMQ/o.jpg
Q Restaurant,$$$,"First time hot pot, don't usually leave reviews but am inspired by the great experience, food and service (thanks to Johnny, who took great care of us)!",5,https://s3-media4.fl.yelpcdn.com/bphoto/fBtAMu25uFqRvXbGdJ1qlQ/o.jpg
Fin's Sushi and Grill,$$,I really love the quality of sushi at their Beacon Hill branch so I decided to try the sushi here. I've never tried their other menu items before but the...,5,https://s3-media3.fl.yelpcdn.com/bphoto/evkmTcXeh5bXdxpSBXiceQ/o.jpg
Seoul - Boston,$$,"The moment we arrived in Boston, I immediately had a Korean food craving. Jumped on Yelp and found Seoul.

The Korean appetizers were delicious and we...",4,https://s3-media4.fl.yelpcdn.com/bphoto/kQvST25Qu9wIvq1cA5GFIQ/o.jpg
Douzo,$$$,"Landed in Boston on business and missed dinner with co-workers, so decided to go for something on the light side and found this already highly rated sushi...",5,https://s3-media4.fl.yelpcdn.com/bphoto/dMCB4NVk0_GVVnFZwuI1cA/o.jpg
Sushi Time,$,"Great quick place to eat something that isn't 
Wendy's macs or subway. 
Food court sushi quick easy satisfying 
Good attentive people also. 
1010 would...",4,https://s3-media2.fl.yelpcdn.com/bphoto/Qwyaf-8GU3dE-_OYRQ0I_A/o.jpg
T Sushi Wraps & Noodles,$,I used to like this place. But the foods from this place have became worse since last year and they spiked up the price unreasonably. Thier bento menu and...,1,https://s3-media1.fl.yelpcdn.com/bphoto/C9xL7gxlZtnBDRmXE7sYvw/o.jpg
Zen Japanese Grill & Sushi Bar,$$,"Intimate close seating with options of either eating outdoors during the warmer seasons, ground level, or upstairs. 

Usually upstairs has less people but...",4,https://s3-media4.fl.yelpcdn.com/bphoto/JuSGeUvO6Du0rApP-gatPg/o.jpg
Seiyo,$$,"I had a great experience here for dinner. I ordered a Japanese sidecar which was delicious. They have a really nice selection of drink options, including...",5,https://s3-media3.fl.yelpcdn.com/bphoto/5Mz_6bxBvXBDekZu-YnSaQ/o.jpg
UNI,$$$$,I don't know how everyone doesnt give this five stars. Maybe some people are expecting traditional sushi and this is not the place for that. Uni amazes with...,5,https://s3-media3.fl.yelpcdn.com/bphoto/HeGpp6wfZFX-xLqK4U_NEA/o.jpg
Red Lantern,$$$,I LOVE RED LANTERN! Hahahhaa Red Lantern gave me some of my favorite memories from business school :') I threw two parties here and both were super...,5,https://s3-media2.fl.yelpcdn.com/bphoto/OHG-I8L4nYeNvb1sDIf-AQ/o.jpg
O Ya,$$$$,"Beyond amazing!  One of the best if not the best omakase experience I've ever had.  Beautiful, delicious, creative and unique flavors. 

Ambiance was great...",5,https://s3-media3.fl.yelpcdn.com/bphoto/1BF3QAoZmY9fXfwgb4rIXg/o.jpg
Avana Sushi,$,The best sushis! The service was fantastic and fast and prices were reasonable considering the quality.  Lots of tasty choices and tasted fresh which is the...,5,https://s3-media2.fl.yelpcdn.com/bphoto/6cYrPPvXGJD44--PXzmXlA/o.jpg
Sakanaya Boston,$$,"Great concept- select your own sashimi and they make a sashimi bowl for you out of the fish you selected.

Sashimi that I saw in their cases- fatty tuna,...",5,https://s3-media2.fl.yelpcdn.com/bphoto/kgkwuJz1Mq0AemPXT4p59w/o.jpg
Shabu-Zen,$$,"This place is a true treasure.  Their staff was extremely helpful and courteous.  The food was excellent.  

The food was tasty.  My wife and I each had our...",5,https://s3-media1.fl.yelpcdn.com/bphoto/5UPpaFMPd10lRa2vGlh9hQ/o.jpg
Oppa Sushi,$$,"It's taken me a long time to find my favorite sushi in Boston, and this is it! It's so good I had it twice in the span of four days. We first came here on a...",5,https://s3-media3.fl.yelpcdn.com/bphoto/Z5ZbO_OgCJp5Jv4PejyBiQ/o.jpg
Swish Shabu,$$,"This place was a real treat.  I love shabu shabu and they deliver here.  I had the sliced beef in a kimchee broth, which was very spicy and a nice touch....",5,https://s3-media3.fl.yelpcdn.com/bphoto/gLnxxZJVXMtt4kCQAdwFnw/o.jpg
Sushi Station,$$,"solid delicious sushi for reasonable prices in mission hill! happy to have found this place!
yes, they have lunch specials! their lunch specials come with a...",5,https://s3-media2.fl.yelpcdn.com/bphoto/JEMHcFHF_tU5FTH9Yi4n1Q/o.jpg
Kaze Shabu Shabu,$$,"What a great way to start out 2023 with a solid 4/5 star rating!

I've dined at Kaze several times now, but I feel confident in giving them 4 solid stars....",4,https://s3-media1.fl.yelpcdn.com/bphoto/IXO_ggHsLSHMFJlWT6Ql1A/o.jpg
Irashai Sushi and Teriyaki,$$,"High quality sushi!  We were able to grab a table here with no problems at 6pm during the weekday.

Items we ordered as of 1/2023:

- Irashi Combo for 2 -...",5,https://s3-media2.fl.yelpcdn.com/bphoto/EGhIKaX87adqoj-0pgLUCw/o.jpg
Oishii Boston,$$$,I took a good buddy of mine to his favorite Japanese restaurant since he had flown from Minnesota to Boston. Although though this Japanese restaurant has a...,4,https://s3-media3.fl.yelpcdn.com/bphoto/zqT3lenOgGQCq4iN_4pWYQ/o.jpg
Cafe Orient Heights,$,"Every time I go there I'm greeted with a smile. The two owners/chefs make their food from scratch and they always make it delicious.

The Bibimbap and the...",5,https://s3-media3.fl.yelpcdn.com/bphoto/ajGXqyfq24bK7FYLwSKZXw/o.jpg
Izakaya Ittoku,$$,I'm surprised I haven't reviewed this place because I've been going for a couple of years now and it's one of my favorite restaurants! It used to be in...,5,https://s3-media3.fl.yelpcdn.com/bphoto/hvX5w47pk4Jr3MWuSVtiAA/o.jpg
Pikaichi,$,"The ramen in this place is extraordinary.
The staff is friendly and attentive and the ambience is relaxed, classy and intimate.
You have not had ramen until...",5,https://s3-media1.fl.yelpcdn.com/bphoto/O42WKsxQUIfboq5IgvizXQ/o.jpg
Genki Ya - Boston,$$,"I've been coming to this place for the last 10 years. Best sushi in Boston. The bartenders and staff are great. If you see Tony, ask him what team to bet on...",5,https://s3-media2.fl.yelpcdn.com/bphoto/KnkmMOsF89TM4cdEUpVcMQ/o.jpg
Fin's Sushi and Grill,$$,I really love the quality of sushi at their Beacon Hill branch so I decided to try the sushi here. I've never tried their other menu items before but the...,5,https://s3-media3.fl.yelpcdn.com/bphoto/evkmTcXeh5bXdxpSBXiceQ/o.jpg
Seoul - Boston,$$,"The moment we arrived in Boston, I immediately had a Korean food craving. Jumped on Yelp and found Seoul.

The Korean appetizers were delicious and we...",4,https://s3-media4.fl.yelpcdn.com/bphoto/kQvST25Qu9wIvq1cA5GFIQ/o.jpg
Douzo,$$$,"Landed in Boston on business and missed dinner with co-workers, so decided to go for something on the light side and found this already highly rated sushi...",5,https://s3-media4.fl.yelpcdn.com/bphoto/dMCB4NVk0_GVVnFZwuI1cA/o.jpg
Zen Japanese Grill & Sushi Bar,$$,"Intimate close seating with options of either eating outdoors during the warmer seasons, ground level, or upstairs. 

Usually upstairs has less people but...",4,https://s3-media4.fl.yelpcdn.com/bphoto/JuSGeUvO6Du0rApP-gatPg/o.jpg
Seiyo,$$,"I had a great experience here for dinner. I ordered a Japanese sidecar which was delicious. They have a really nice selection of drink options, including...",5,https://s3-media3.fl.yelpcdn.com/bphoto/5Mz_6bxBvXBDekZu-YnSaQ/o.jpg
Ichiban Yakitori Sushi House,$$,"Another amazing sushi spot with one of the more extensive menus I've seen and great lunch deals.

I love sushi.",4,https://s3-media1.fl.yelpcdn.com/bphoto/xDoC3ZfGn6XfS07L1giphg/o.jpg
Egg Puffs,$,"The OG place for some good egg puffs. Classic flavour is the way to go. She has been here for year and doles them out pretty quick for made to order.
It's...",5,https://s3-media4.fl.yelpcdn.com/bphoto/od7hYZbmsQ4lycTKF2mhBw/o.jpg
Shabu-Zen,$$,"This place is a true treasure.  Their staff was extremely helpful and courteous.  The food was excellent.  

The food was tasty.  My wife and I each had our...",5,https://s3-media1.fl.yelpcdn.com/bphoto/5UPpaFMPd10lRa2vGlh9hQ/o.jpg
Shojo,$$,"I have a distinct memory of disliking this place at one point, but it might have just been a bad date.  So that's a tip for you all, only bring good dates...",4,https://s3-media1.fl.yelpcdn.com/bphoto/CSSmYu9DFH0IXz5n0Mx-3g/o.jpg
Hot Eastern,$$,"This is actually such a hidden gem in Chinatown. So much so that I struggled to find it the first time (it's located in the basement, at the corner). The...",5,https://s3-media2.fl.yelpcdn.com/bphoto/pCTcuVxLWbt-Pv-cqaZH5w/o.jpg
Wai Wai Restaurant,$,"BBQ combo $12 each: Duck + char siu & chicken + Duck.  Generous amount of rice and decent portion of meat, delicious!! 

I used to come here all the time...",5,https://s3-media1.fl.yelpcdn.com/bphoto/KeGUJb3N1URI1EMF8NsPyg/o.jpg
Little Asia Restaurant,$$,"If you love dive bars, *and* old-school Americanized Chinese food - this place hits all the right marks. Recommend dining in rather than takeout. There's a...",5,https://s3-media1.fl.yelpcdn.com/bphoto/mM--NCOG5_2ybio8YWLzAw/o.jpg
New Dong Khanh,$,"*** 5/2019 ***

It was hot, so I decided to treat myself to a watermelon shake at New Dong Khanh.  $3.50 for the smaller size.

Turns out, I wasn't the only...",4,https://s3-media3.fl.yelpcdn.com/bphoto/zVXZeW-K_DS_XjeUeFDFnQ/o.jpg
68 Chinese,$,"If you are in the Downtown area and you want just a little something to snack on that is warm, crispy yet creamy, and not necessarily good for you, being...",4,https://s3-media1.fl.yelpcdn.com/bphoto/sq2x3AmVucmMh6m4RQK-Ng/o.jpg
Q Restaurant,$$$,"First time hot pot, don't usually leave reviews but am inspired by the great experience, food and service (thanks to Johnny, who took great care of us)!",5,https://s3-media4.fl.yelpcdn.com/bphoto/fBtAMu25uFqRvXbGdJ1qlQ/o.jpg
Dim Sum Chef,$,"Surprisingly great, and open late. 

Why 5 stars? Sure, not everything is fantastic, but most dishes are pretty good, and given the cheap prices, and the...",5,https://s3-media2.fl.yelpcdn.com/bphoto/EalOd7G2KTTQ-FC15H3MLQ/o.jpg
Chinatown Cafe,$$,"China town...
Understand the culture.
The value, the history...sooooo
When you go to a rib joint, or mexican 
Or Texas steak house or Something
Everyone...",5,https://s3-media3.fl.yelpcdn.com/bphoto/4UFUn-z_gXjw6oFabQsn2w/o.jpg
BLR By Shojo,$$,"Although the room is chilly the food is HOTTTTTTT!
Lmao it's so good! Service is good. Music and vibe are awesome. 

Get the bolognese and the wings. Thumbs up",5,https://s3-media4.fl.yelpcdn.com/bphoto/R65SqFSMF-fnHIicJMaTrQ/o.jpg
Hong Kong Eatery,$$,"Overall: operated as more of a cafe with SOME seating and a lot of take out options. Very typical ""3.5 star"" Chinese eatery so expect the stereotypical...",4,https://s3-media4.fl.yelpcdn.com/bphoto/KvjuICtLUKrcdllCNg2lOA/o.jpg
China Station,$$,Great food every time I order their food is never dry always comes hot. It is very delicious.,5,https://s3-media3.fl.yelpcdn.com/bphoto/PoqMGlUtge6TMUAmnd42IA/o.jpg
Gene's Chinese Flatbread Cafe,$,"The place is a little bare, but it has a warm feeling to it. They're set up for mainly to go and delivery orders, but they still have bar seating along the...",4,https://s3-media1.fl.yelpcdn.com/bphoto/qQ5TZwXk8xZogqC7Zt540Q/o.jpg
Jumbo Seafood Restaurant,$$,"Quick dim sum stop but really good!

Had har gow and pork soup dumplings 

Both highly recommended 

Friendly staff!",5,https://s3-media1.fl.yelpcdn.com/bphoto/Mzbr1iUlnGHRz6LWw0RPgw/o.jpg
Gourmet Dumpling House,$$,The most incredible dumplings.  Large menu a lot of options.  Fast service.  Great food.  I've been here so many time.  Shrimp dumplings are awesome,5,https://s3-media4.fl.yelpcdn.com/bphoto/ykhJf2M0kPEJhXKtWdNXwg/o.jpg
Tenoch Mexican,$,"This was my first time going to Tenoch and it was awesome! It is a cool spot in east Cambridge. I'm not sure if parking is a convenient option, but it is...",5,https://s3-media4.fl.yelpcdn.com/bphoto/wiN501i9KCMYy45psvtUMw/o.jpg
Mi Pueblito Restaurant,$$,"They have two locations, one down maverick and one in orient heights. Both are equally delicious. Super flavorful food, great drinks, better prices, and the...",5,https://s3-media4.fl.yelpcdn.com/bphoto/dpvT9fAnSkNx9DugH0aIWw/o.jpg
Taqueria Jalisco,$$,"Best birria tacos in Boston!!! 

The tortillas were crispy and the beef was juicy. The consomé was perfect and complimented the tacos well. Definitely eat...",5,https://s3-media2.fl.yelpcdn.com/bphoto/u0bDrfJsHs3qsF3ZRXF6gg/o.jpg
Sabroso Taqueria,$,"Once again, I found a gem. New to Boston this week and will be here for awhile. So I'm always looking for a new place to eat. Today , I just sat out walking...",5,https://s3-media2.fl.yelpcdn.com/bphoto/JMMue_MxQFGCQlMqBZNJyw/o.jpg
Taco Party,$,"Every time I come to Taco Party, I am reminded how good it is. The taste pairings for each taco offering is incredible. 

The rice and beans side is great...",5,https://s3-media4.fl.yelpcdn.com/bphoto/U4Ena6k4N68dcxX3L-_6KQ/o.jpg
Cha Cha Cha Taqueria,$,"Best tacos in my life.

I always buy 3 tacos with cheese and different kind of meats. I like it so much. Absolutely amazing taste.",5,https://s3-media4.fl.yelpcdn.com/bphoto/yvgrDUjn4O0OHyP8svWLOg/o.jpg
Angela's Cafe - Eagle Hill,$$,"Came here for breakfast right before the waitlist started so we got really lucky

Pros:
- Angela's Special and Deluxe Rancheros con Chorizo was delicious...",5,https://s3-media3.fl.yelpcdn.com/bphoto/zfRy1hq0_aLvCv62g5Ky1Q/o.jpg
Pedro's Tacos,$,"As of February 24, 2017, 3:00PM, this place is officially CLOSED!! :(

Thank you, Pedros, for being such a reliable and amazing fixture in Downtown Boston....",5,https://s3-media3.fl.yelpcdn.com/bphoto/WAqGDhs7D0_73W8TEUA4GQ/o.jpg
La Cancun,$$,"Working late nights, finding an open place for good, hot food is a weekly challenge. Low and behold La Cancun -- in East Boston near Maverick Station. Open...",5,https://s3-media4.fl.yelpcdn.com/bphoto/NuCsZIRlOaYpuJFhPzqG1w/o.jpg
Boloco Atlantic Wharf,$,"Always friendly and super quick! Boloco is great everywhere but this one is always superb. 

They are on some ordering apps like MealPal where you can get...",4,https://s3-media1.fl.yelpcdn.com/bphoto/ZtcAorB_OILBUJ_7KR2ZtA/o.jpg
Loco Taqueria & Oyster Bar,$$,The 5 stars are for their 1$ Oyster Mondays and 2-3.5$ Taco Tuesdays! The place is packed and I'd recommend reservations if you're coming with a group....,5,https://s3-media1.fl.yelpcdn.com/bphoto/eZDgOfEq_EPBFAkgWFihKg/o.jpg
Lolita Cocina & Tequila Bar,$$,"The Back Bay location is open again! We made a reservation (a month in advance) for Valentines Day and were so happy we did. 

To start, they gave us the...",5,https://s3-media2.fl.yelpcdn.com/bphoto/k4ogqYogz19UO9hQ677iTA/o.jpg
Boloco Copley Square,$,"Today I went into Boloco, as I have done many times in the past, but today was different. Today Victor was working.
As soon as I got towards the register...",5,https://s3-media3.fl.yelpcdn.com/bphoto/hnGtMMhxYphGFl_QaAthEQ/o.jpg
Rosticeria Cancun 2,$,Came here for a breakfast burrito ($7.00). I actually called ahead to order and the woman who answered didn't speak English so she got another worker who...,4,https://s3-media2.fl.yelpcdn.com/bphoto/VTGTBFQVxEuRzDArIfMSaw/o.jpg
Boloco,$,"Haven't been in long time and will
Be going more !  Staff was great ! Depak, an employee there , made me a great burrito on his suggestion and was a class...",5,https://s3-media1.fl.yelpcdn.com/bphoto/S81c1c2DaOSbLNfFjZ9-JQ/o.jpg
Viva Burrito,$,"The flavor is so good! The burritos and quesadillas are fully packed.

I was so hungry I forgot to take a picture, but take my word it was delicious.

I...",5,https://s3-media1.fl.yelpcdn.com/bphoto/nb5FDi890vaGyoze90eHFw/o.jpg
Maria's Taqueria,$,"My go to place for burritos , fajitas (I like the shrimp fajita wrap), tacos (all kinds) and nachos (one of the best in the city). This place make look like...",5,https://s3-media2.fl.yelpcdn.com/bphoto/TKGBk_YZyJGQLSCQ3lCtXg/o.jpg
El Triunfo,$,Honestly this place has the BEST quesadillas in Boston hands down. The first time I got it I was drunk so I had to try it again and I did the next day....,5,https://s3-media1.fl.yelpcdn.com/bphoto/_JYDvfoxWF_CI4szlQeNMA/o.jpg
Masa,$$,"Food was really tasty and came out very fast. Great date spot and atmosphere. Will definitely go back. 

We had 
* Corn Bread - really good
* Carne Asada...",4,https://s3-media4.fl.yelpcdn.com/bphoto/CCbMJ0qYlYAB3GJ8DA-pFg/o.jpg
Cha Yen Thai Cookery,$$,They have changed their menu slightly. Our take-out consisted of the corn cake appetizer: YOU MUST TRY THIS! IT IS INCREDIBLE!!! So light and naturally...,5,https://s3-media1.fl.yelpcdn.com/bphoto/XfjXa45gHcAP1_MZSe9NJg/o.jpg
Maekha Thai,$$,"Authentic, reasonable Thai in Revere? Go figure.  Stopped here after Boston Comicon, (can you tell I'm a closet geek)?  The food was excellent, I ordered...",4,https://s3-media2.fl.yelpcdn.com/bphoto/VV54kfNOa-fSJYMcnp6fqA/o.jpg
Fusion Bistro,$$,Fun Chelsea spot with an AMAZING atmosphere and tasty foods. The little touches (like watermelon slices in the water) are really charming and feel pampering...,5,https://s3-media1.fl.yelpcdn.com/bphoto/d_rsg48fdO4iHSAxx9MADg/o.jpg
Siam Ginger,$$,"The Thai food and drink was amazing and had the perfect amount of spiciness. Great food service as well until they got buay, which is to be expected. Great...",5,https://s3-media4.fl.yelpcdn.com/bphoto/RZQZWzgSyk2WGVUHsdiF4w/o.jpg
S & I Thai,$$,Updating my review from a few years ago to say that they recently got a new server who makes this spot go from great to outstanding! She puts so much care...,5,https://s3-media3.fl.yelpcdn.com/bphoto/qFIMjtDE6nCiRxBsipxGdA/o.jpg
Rod Thai Family Taste,$$,"I used to come here a lot while I was in college because it was convenient.  it's not eh best Thai place I've been to, but it's SOLID.  

They have a really...",4,https://s3-media2.fl.yelpcdn.com/bphoto/NHuPZBMs3Je76Uxwr3MAHQ/o.jpg
Pho Basil,$$,Pho has some of the best stir fried noodles in Boston. Totally worth the $17 because of the taste and size of the plate. The noodles are clearly homemade...,5,https://s3-media3.fl.yelpcdn.com/bphoto/o5SyYRWPu3Bf8tCvn5qLMw/o.jpg
Rod Dee,$,"Rod Dee is a pretty awesome, no frill and affordable Thai restaurant near Porter Square. I like that their menu is huge and they have some of the harder to...",4,https://s3-media2.fl.yelpcdn.com/bphoto/dTHWRj-RuXArPYD4Soc1SQ/o.jpg
Brown Sugar Cafe,$$,Came here with a reservation on a Saturday night for a birthday and we had no issues getting seated. The space wasn't too busy so we could've done without...,4,https://s3-media2.fl.yelpcdn.com/bphoto/SmIXxYDxY96Sh3cIEN879g/o.jpg
Dok Bua Thai Kitchen,$$,"A spacious, authentic Thai restaurant with a family feel and ambiance located conveniently in Brookline. There is neighborhood parking and paid street...",4,https://s3-media3.fl.yelpcdn.com/bphoto/rDPw6mSLfs5wIQfh1pZnjg/o.jpg
Lemon Thai Cuisine,$$,"Was in work and went to go order from Similans (our go to at work) and they have permanently closed, so another co-worker suggested here! 

OMG so glad they...",4,https://s3-media1.fl.yelpcdn.com/bphoto/3FAcvkwi47P9g1pub_d8-Q/o.jpg
Beantown Pho & Grill,$$,"Cute and cozy hole in the wall with delicious food.

Keep an eye out for Beantown Pho and Grill the next time you walk down Newbury St. If you're not paying...",5,https://s3-media2.fl.yelpcdn.com/bphoto/vaLclH4XZ38lHaSLb6sP5Q/o.jpg
The Similans,$$,"This is still my go to and golden standard for great Thai food. Menu is extensive, and they never fail. 

Ordered takeout tonight but service was still...",5,https://s3-media2.fl.yelpcdn.com/bphoto/8JoDFPLiLjW73WQpter64A/o.jpg
Pad Thai Cafe,$,"I can't believe it took me more than a year to finally come here, when it's 5 min walk from my apt. Never looked like much from the outside so didn't think...",4,https://s3-media1.fl.yelpcdn.com/bphoto/ALFgfNr50IKVMU5p8E3NrQ/o.jpg
My Thai Vegan Cafe,$$,"PROS: Fantastic food, cute plants and atmosphere, great prices
CONS: Slow service

I love this place! I've been here so many times that I've tried most of...",5,https://s3-media2.fl.yelpcdn.com/bphoto/MuihDepeEZ3LTPhW29nckg/o.jpg
Lanta Asian Cuisine,$,"I ordered takeout today for lunch and it arrived about ten minutes ahead of schedule, nice and hot. Fresh, spicy, delicious. Good portions, too!

I got the...",4,https://s3-media1.fl.yelpcdn.com/bphoto/NeqMG2uYVsAG1iWRsb6tgg/o.jpg
Thaitation,$$,"Miss this place.    Used to live over here. Best Thai food in Boston.  There, I said it. 

I used to come here most days.... Some days, I'd eat lunch AND...",5,https://s3-media4.fl.yelpcdn.com/bphoto/tyA-_2YR1BRxRwxTPd8f8A/o.jpg
Nud Pob Thai Cuisine,$$,"Delicious, quick lunch near BU campus. $11.78 for a Pad See Ew, coming out to $12.5 pre tip. The staff is super understanding of allergies-- they readily...",4,https://s3-media1.fl.yelpcdn.com/bphoto/zXMJxswRRV4DVKjDa0Nllw/o.jpg
